Username,Comment
@absurdumm,I kind of hate it when on occasion they vote off the person just after they finish speaking and then only one person gets up to go to the chair---the others just pretend to get up and sit down whenever another person actually makes a move. It makes me feel like they just don't want to hear him speak; like they let one of their own say one thing and then usher it off to the next guy and Dr. Mike is just sat there in a position where he just got done complimenting and applauding his opponent and never gets a chance to actually counterargue. It's set up so that it looks like he's corroborating what they're saying.
@lobete,Everyone came up to the chair with a speech in hand and then flags go up before half of the claims are addressed.  It would be great if moderators actually let the Doctor actually address the things said.
@CMurphMobile,Let the doctor talk! This is a big problem! Their talking at Dr. Mike instead with him
@ymeynot0405,"This was such a waste of time as most of the people wanted to talk more than to listen.  They didn't have questions, they wanted to make speeches."
@daverson8609,This format is a game show. Ridiculous.
@bellzjerzz12345,"“When you fly in a plane, you’re not in the cockpit” 😂 28:51"
@Dae_Gemini,"I really love this segment in Jubilee, but I wish they would put a rule into effect that if you’ve been in the seat, you can’t jump in for a few rounds. Or limit the amount or times 1 person can sit  so we can hear others point of view"
@spartanvgaming9656,"So all of the anti-vaxxers uses anecdotal evidence of ""my child, or my friends"" hmmm... yes.. your child represents 8 billion people all over the world that uses vaccines for over 20 years, so wouldn't we all be extinct by now?"
@fresto2208,I guess I'm glad you have the patience to talk to these idiots.
@KnightFallOwl,i got like 17 mins into this video. almost a record
@LicoPicoPicoPico-cv9oq,"The title of this video should instead be ""Somebody who has undergone years of medical school tries to explain medicine to people who are too delusional and egotistical to change their beliefs"""
@avery9239,the fact people still believe vaccines cause autism as an exscuse to be ableist is so ridiculous. wake up people.
@avery9239,“there’s all bad ingredients in vaccines” yeah no kidding the entire point is that you’re getting a small amount of the sickness to train your immune system how to fight it.
@Biggiecheese20,"do people think that if you take a vaccine, NOTHING bad happens to you health-wise in your life? It's not an indefinite cure, it is something to help your body fight back and build that immune system."
@ServentofMars,Red head is Doctor mikes biggest op.
@julianmunoz9085,"The one that is a mother of six and tells a doctor to his face that she actually reads and studies, like Dr. Mike doesn't.   She is a lost cause for real"
@julielemus55,How can you debate Dr Mike? He is a seeetheart!
@SixFourSucks,The ramifications of commonplace internet access to people incapable of handling it refined into one video
@mr_mr,just create a queue instead of this musical chair thing. It's physically not fair and just silly to have them fight for the seat. I want to hear the discussion and this doesn't add any value.
@johnanderson8385,dr mike lowkey thicc...love it
@TheSparky777,"“As a vaccine skeptic, the burden of proof is on you” is a pretty ironic thing  for a self proclaimed Christian nationalist to say."
@MRVN0088,love the video. but mike. fix that posture😭🙏
@KieraTheKid,"Get em, Doc!!!"
@darianagarcia452,"Why are there so many ""debaters"" participating in different episodes?"
@pullupenthusiast3800,Funny how all the crazy conservatives from the Sam Seder video appear in this one. However they are the “fact” side.
@tsumebones13,Some of those folks need to have a pysch eval done. Not to be funny.
@hotwheelz3643,"“Vaccines save lives”

Dr Mike - yes it lowers the death rate but not by 100% 

“Then why are people dying”

Dr Mike - bc it’s not 100% 



This segment took me OUT"
@GarethAUS,"Did the guy in blue (Not Dr Mike) actually say that the burden of proof is on our side to prove that vaccines work? we know they work, you are claiming they don't, thats on you."
@Flushsion,"What benefit is anyone getting when the minute they get voted out, the conversation stops and any sort of back and forth exchange is stopped. No one is benefiting from half conversations...."
@darkwol9089,"Dr. Mike, I love how you showed others the importance of staying patient in the face of ignorance. Your remarkable will and kind heart truly shine through in your calm, composed, and eloquent demeanor."
@avery9239,"this is the most civil, calm “debate” in surrounded history."
@HFrizzler,When people showed up the second time it was even worse than the first time 🫣
@moonchild.99_,they all seem like they're about to cry while arguing. Interesting.
@stupidt9595,"I Actually, do not understand the damn flags. What is the meaning of them at all here? Someone said it best, a group therapy session or more like a vent session, because there is only questions no responses from Mike... This whole format feel very flawed."
@maximopisani1191,the red hair girl should NOT have children
@amrgueli99,Sorry i cant with 12:48 is way too funny. The timing is perfect
@romanw5055,Those people don't want to hear the doctor's answer it seems. Voting someone out before an answer is given speaks volumes.
@SotGravarg,Notice how the red flags go up once the anti vaxxer is done talking? I think they only want to hear the anti vax side not what this Mike guy has to say about it.
@User-uc6lp,dr mike gentle parenting 20 anti-vaxxers
@PicGirl904,They don’t know we have formaldehyde in our bodies😭
@superdadAlls,Why are ppl so proud to be ignorant?!?!
@ghostpuppet31,The patents on diseases is mighty suspicious!
@LaneyEdits,13:30 this guy acting like he knows the stats better than a DOCTOR
@SilasCole88,"38:30 Dr. Mike, ""There's no absolute truth, period.""  Was that statement then, not absolute truth.  This is a self refuting statement."
@GoFish444,"52:45 The chubby nurse missed that we are fatter than any other country, too. Maybe take the vax and put down the Twinkies?"
@ptgptg14,I had no idea how much weight RFK carried in the anti-vax movement until this video.
@OGStam,Green floral dress girl is bad 💩 crazy
@RomeoOne914,Where is he getting his numbers and interpretation of numbers from?
@allanahw,Love the civil dialogue. I applaud you Dr. Mike for respective discussion with people you clearly disagree with. We need more of this in social media.
@Shadowdiver3254,Jubilee yet again proving how shitty of a company they are.
@gpjones1986,No offence to Dr Mike but this should have been a psychiatrist speaking to these people...because the deeply rooted delusion and conspiracy some had was ridiculous.
@marioques,It's been more than 25 years since I know that poppers cause AIDS
@mervatron336,Anti Vaxxers are the new age flat earthers
@jesscouoh,I lost brain cells at 42:08 😵‍💫
@gpjones1986,"I can't believe despite been disproven in MANY, MANY GLOBAL studies over DECADES, people still believe vaccines cause autism!! And the way this is sprea.d in echo chambers using pseudoscience is ridiculous. 
Even IF there was a risk (which there 100% ISNT) it's still better risk faving an autistic kid than a dead one (my partner, brother, niece and nephew are autustic). A person is born autistic... autistic traits become more noticeable around the 12 - 18 month mark in development, which correlates with the usual age babies have the MMR vaccine.the vaccine doest cause autism."
@12DollarTrumpEGGS,20 dumbasses vs 1 highly educated doctor.
@pulorri,"Laughing in a passive-aggressive way while rolling your eyes and vigorously shaking your head, without even having listened to the other side, makes you look like you really know what you're talking about. Bonus points for aggressively making it known that you're way smarter in medicine than a clearly informed medical doctor."
@simplyem1697,She said what about nursing her child until 7?
@marioques,Dr Mike doesn't know what consensus means. The majority is not consensus.
@zackmidyett3915,"Love it, but jubilee can we invest in fixing the echo in the room."
@marioques,"Incredible that Dr Mike didn't even know who Dr McCullough is.
He is another out of touch celebrity that speaks well."
@ogey_elise,I'm gonna keep it 100 and say this format is dogshit and people with these ideas don't deserve a pulpit to spread them from. You should be ashamed of yourselves.
@user-tm1gz3cl2d,I love how everytime the anti-vaxxers speak there's an immediate fact check in less than 5 seconds LMAO. I love how there's so much confidence with this delusional mindset
@Luvd007,"After the person is voted out, the speaker (Dr. Mike in this case) should be allowed to finish answering the question."
@GlassDeviant,"Anti-Vaxxers are not ""vaccine skeptics"", they are just ignorant."
@rafadestefano,I'm impressed by how patient this doctor is.
@-.Springtrap.-,Haven’t watched all of it but this episode is gonna be a banger.
@Reuraku,"The guy during the final debate seriously tried to compare preventative medicine with treatment, those are very different and the fact that he seemed to think that they are the same while acting like he has the answers really validated the 4th opinion. They are very misinformed and think they know more than everyone."
@catnipaddict88,"In many states doctors offices don’t even get paid for vaccines, they’re provided by the state and the doctor only has to offer it to the patient. If you don’t want it, sign the form and move on. The doctor doesn’t lose or gain anything"
@mufasa2005,"I wish at the end of wach segment , dr mike was allowed 2 mins of uninterrupted time to give his remarks about everything he heard and so he could speak about the topic ."
@v1viva,1:00:43 mikes banger after banger 😭
@mufasa2005,"This is one of the most civivlized debates ive ever seen. And thats in large due to dr mike. He never escalated, never got loud or angry, abd new when to stop bc it was futile. He was respectful and honest and people felt that"
@ang_1989,That women with black hair is just crazy.
@dpg6799,Why don’t you have some islamic fundamentalists on the show next time instead of christian fundamentalist. Why are we supposed to be under the assumption that these people are normal?
@dman7106,How about he debates other doctors who have spoken out. Try dr. Peter mccullough. Not these un educated people
@1eukemi4,HIV DOESNT CAUSE AIDS???? WHERE DO THEY FIND THESE PEOPLE???
@chasewebster7891,The third dude. Ancestral intelligence. Education system has failed.
@SeungyunHong-v4w,1:00:48 cracks me up
@Wattage-t9t,"Search engines have ruined us, how you ask a question changes the answer/stats, they don’t search to improve education, it’s to validate agenda/bias everyone’s a “expert”"
@ivanminnelli8300,"41:10 Bro said it like its commonly known to be ""the truth"" "
@davevandenbranden3309,Are they supposed to be raising flags to vote the person in the chair off? It seems more like they're raising their flags when they start to hear the Doctor start to make a strong point and they just want to cut him off.
@nancy7401,I will never understand the views of anti-vaxxers. Thank you Dr. Mike for showing patience and poise in the face of delusion and misinformation.
@zaicolainen,I watched the whole episode because I didn't want to leave Dr. Mike alone.
@dpg6799,can you guys stop posting these psychotic extremist zealots it’s really weird. you’re giving people the impression that religious fundamentalists are not harmful and of sound mind.
@OGStam,Natural selection needs to make a comeback
@bradcarlson9411,These people are like flat earthers
@yeoungbraxx,1:00:28 ouch lmao
@aviscormjr,Idk what dark corner they had to scrounge around in to find all these lunatics but every episode seems to get worse and worse. These people are insane
@AresGodofWargames,"Mike is the best, he never once bellittled anyone and dealt with everyone with respect."
@SeungyunHong-v4w,"The going back to nature guy frustrates me so much because he just keeps rambling about things that don't relate to this debate. Like, we don't ask the American Heart Association why they don't fix lung disease??? We been knowing there are problems in the world, you can't bring up every single one of them and blame them on vaccines..."
@Shebeast3,i love dr mike 🎉 brilliant youtube content.he really done well here❤like a true professional 👏🏼
@OGStam,There needs to be a time limit for how long they can speak
@josephjimenez3395,"1:22:23 I DREADED every time this Women made it to the table. Not because of her as a person but, just because all of her beliefs that she held as facts in the face OF A PROFESSIONAL HEALTH CARE PROVIDER. There was no willingness to hear Dr. Mike out and the few times she did she just kept spewing the same nonsense over and over again. She also kept referring to some study but would never say the same or author of the study which absolutely just destroyed the credibility of any statement she was try to make."
@SaidNoOne11,I wish we had a limit of many times each person can go. It’s annoying to see the same people go up all the time.
@JohnRayRN,It is well known that Dr's and clinics are  compensated greatly  depending on their vaccination rates.
@AndrosynthNuclear,"That's a fine argument you've presented there. Articulate. Cogent, even.

Unfortunately for you, muh namuh Doctor Mike, BEE-WHOOP."
@laisfigueiredo6191,"o divo nao desceu do salto em momento nenhum, amo muito mesmo dr. mike é o maioral nao adianta"
@RavenousMillenial,I can't believe I'm saying this (since this entire video was a car crash through not letting Dr Mike actually speak) but shout out to the guy in the beanie hat for being literally the only person willing to let him talk and not wanting to just fight. That's how this SHOULD be. Y'all need to change the system so our guests can actually get their side out. Otherwise its just hateful to watch
@marymabry166,"This was very well done, and Dr. Mike handled everyone with respect and tact. It is apparent that he really tries to understand the other's perspective and responds in a non-judgemental way.  I'm really impressed."
@123monopo,"13:44 69 deaths? 204? Yeah, congratz. Here in Brazil we had over 300,000. Y'know why? Cause our PRESIDENT stood against vaccines and allowerd our numbers to reach revolting numbers"
@haneesha123,"Dr. Mike has too much patience to talk to such uneducated, ignorant, unreasonable, selfish, unintelligent individuals. Zero common sense!

The most infuriating individual is the woman who said HIV doesn’t cause AIDS. She’s a risk to herself, her family, friends and the society."
@sarahduff7177,Correlation does not equal Causation!
@QuaintMark,"Why is the anti-vaccine movement mostly an American phenomenon? In my country, we receive vaccines from Europe and the U.S., and they're mandatory. No one suffers from them. So is it a case of the American government harming its own population only, or do Americans have weaker immune systems cuz of like all the processed food they consume?"
@slipstreammonkey,We lose when you entertain instead of educate. Does jubilee vet anyone whether they have the ability to make a single statement and back it up with a single point of evidence. Is that too high a bar?
@doesitmatter8866,"Amazing that when he starts explaining clearly the flags start raising. almost like they do not want to hear the explanation to the question, only wanting to say some made up statement about vaccines or why their loved one passed away. weak minded one sided."
@Anastasia.S002,This is so frustrating to watch
@danielking1795,I'd be curious to know how many anti-vaxxers who see financial gain as the primary motivation behind all practitioners of Western medicine see that motive being alleviated if we had universal health care? Like every other Western nation that continue to follow the otherwise same science based mediccal practices we do in the US.
@HeyJudie,I don't imagine many disabled people can snatch the center seat.
@baja_viral,"I really tried to watch but the format is really boring, the topic is very interesting but not the best way to approach it."
@codyspence9395,They should do a 1 vs 20 on climate change
@RezzpektMVP,"Legit never felt so embarrassed for these folks. Basically not a single valid argument 😂 most is just emotional talk and coincidence, not causation or science 😂 bunch of losers"
@SilasCole88,"I tried putting a quote from pediatrician Dr. Larry Palevsky from New York, but YouTube wont let me.  You can probably guess what Dr. Larry's quote was about being that YouTube isn't allowing his quote to be posted."
@itsanikabushra,That red-headed woman with denim jacket gave me 2nd hand embarrassment
@SeungyunHong-v4w,"Some of these people are so confidently wrong, and others just want their questions answered."
@munyanyo345,WTF IS THIS FORMAT
@v1viva,42:51 literally what 😭😭😭😭😭😭 “villain like” for having a different opinion. guess i can call you a villain too
@bradcarlson9411,Get a better format.  Dr.  Mike doesn’t have time to even answer all the bad information.  Horrible format.  At least give him time to answer if you keep this crap format.
@nathanr7620,1:30:35 This woman is the exact person who Dr. Mike references when he says a “villain.” She is just fear mongering and uses baseless information.
@voxveritas7941,@0:51 it’s the same moron who was wrong with Sam Seder!!
@Lazyboiiteehee,you wonder why crackheads live longer than healthy people.
@hpc2753,"I wish these passionate folks would have given Dr Mike more time to actually share his positions. It seems like the agenda of most was to simply push their points, not to enter into a discussion/debate."
@GilleanneJoly16,the girl in the green dress and the red headed girl. I need patience I dont have it.
@thetruth3316,55:19 so this woman is done with the hoe phase she is now on the final stage the „religious phase“
@SIMMlc,"28:38 
That guy really didn't WANT to get the hint there. the following sentences where already dismantled before he said them."
@100moula9,If One unvaccinated child in a school of vaccinated children put them in danger of the diseases the vaccination are supposed to protect them from then your vaccine premise flawed…
@GenXfrom75,"We give our kids trusted vaccines. My oldest son’s father died from a vaccine preventable condition, hepatitis B. They do work. But we SPACED OUR SHOTS OUT. And we won’t do hpv. Or annual flu. Or C-19. Our sons are not guinea pigs."
@madamesquid8410,"This format has to change. Dr. Mike was not able to finish his points. He should've been able to talk longer, he's the one people need to hear."
@inokori7146,"these people are not real
i cant believe i share the same planet as people like this"
@notseiseno7570,"My mother has been an RN for 37 years. She came in, listened till about 22:51 then got up, waved her hands and yelled “I can’t— I can’t listen to this!” I almost fell off the couch yelling. It was very interesting hearing her take on things as well since she’s been working with kids for so long."
@Baalenciaga666,Wow… imagine having to debate someone whose whole belief system starts with „Rockefeller invented polio and holds its patent“
@natacrow5752,These people got their degrees from Tik Tok
@milkeles,"An anti-vax in my city refused to vaccinate their kid for rabies after a stray dog bite. The kid died, and from what I heard, it was a very painful and horrific death. I just want to say that some vaccines shouldn't be debatable regardless of your views."
@Bruno09007,big l on jubilee for giving a stage for 20 people to spew misinformation for their audience of 10 million people
@jwaddle919,Now do one with a doctor against vaccines
@cassie254,5:40 how are you a nurse and antivax this is insanity
@hugosilva2964,The amount of fact checks is insane. Lie after lie.
@juinibee,I'm an avid watched of Dr.Mike's content and a fan. I love the way he speaks to people he's always acknowledging them and speaking with so much empathy and yet explains things very thoroughly with care. I wish more doctors were like him.
@alek2341,Oh boy... couldn't finish watching this. Dr.Mike has the patience of a saint.
@SpydeR5K,"Calling him Mr. Mike… that seriously annoyed me. Not to mention other snide comments like ‘I actually read and study’ after the one time Dr. Mike asked a question that was relatively aggressive, at least compared to his previous questions. He’s spent the entire time explaining his viewpoint, explaining correlation isn’t necessarily causation, and he’s used examples that are universal and everyone is familiar with"
@rxddv2,"I think the most annoying part of this video , is the fact each debater would speak so much they would get voted out before doctor mike could finish a retort , making his own take feel cut off and one note , just seems a little unfair when it's 20 vs 1 you know ?"
@BlossomOlusakin,"""Weather manipulation"" where does Jubilee find these people😭😭 41:12"
@BoostlessJoe,"""the more away from nature we go, the more diseases we see"" .. uhh i think you got it wrong buddy, when people lived as hunter gatherers, they were much more susceptible to diseases. Infant mortality was crazy back then."
@moontangirl,the second guy made me roll my eyes so hard
@bradcarlson9411,Thanks for taking on this misinfo dr. Mike!
@rados1aw,"""So if the vaccine takes 0.75$ charge, where does the other 0.25$ go?"" no way someone asked that 😭"
@SaidNoOne11,You can tell who likes to hear themselves talk.
